Month_Yr,State,Year,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
2004-06,Colorado,2004,16.537063863636362,34.31818181818182,11.636363636363637,32.45454545454545,0.026424227272727273,0.04540909090909091,9.409090909090908,40.36363636363637,2.470332431818182,10.275,8.636363636363637,9.295454545454545,0.43988802272727273,0.6818181818181818,8.545454545454545,3.522727272727273
2004-07,Colorado,2004,16.677419354838708,38.064516129032256,12.03225806451613,35.96774193548387,0.025584612903225806,0.049,10.225806451612904,42.645161290322584,1.6928452580645161,8.85483870967742,8.516129032258064,8.338709677419354,0.4489654193548387,0.7532258064516129,8.096774193548388,3.564516129032258
2004-08,Colorado,2004,27.917187322580645,47.935483870967744,6.580645161290323,45.774193548387096,0.01599858064516129,0.027419354838709678,9.32258064516129,23.516129032258064,1.1916311774193549,5.561290322580645,5,4.951612903225806,0.6321967096774194,1.067741935483871,8,5.145161290322581
2004-09,Colorado,2004,31.620426827586208,53.793103448275865,9.689655172413794,51.58620689655172,0.010742827586206897,0.02103448275862069,8.655172413793103,17.79310344827586,1.6208460172413792,6.510344827586207,5.413793103448276,6.0344827586206895,0.6309255,1.1327586206896552,7.827586206896552,5.275862068965517
2004-10,Colorado,2004,17.87402780645161,34.61290322580645,10.03225806451613,32.645161290322584,0.013142451612903226,0.028225806451612902,9.741935483870968,23.93548387096774,2.605074790322581,12.301612903225806,8.580645161290322,10.596774193548388,0.6887651935483871,1.293548387096774,9.274193548387096,5.82258064516129
2004-11,Colorado,2004,22.0086555,35.833333333333336,11.4,33.8,0.008252466666666666,0.015933333333333334,9.533333333333333,13.433333333333334,1.7497522833333334,7.4816666666666665,8.333333333333334,6.783333333333333,0.74028745,1.3266666666666667,12.233333333333333,6.316666666666666
2004-12,Colorado,2004,27.395681967741936,46,10.483870967741936,43.806451612903224,0.009802903225806452,0.019419354838709678,9.838709677419354,16.483870967741936,2.1974535,8.264516129032257,11,7.225806451612903,0.8985879193548387,1.5983870967741935,10.693548387096774,8.14516129032258
2005-01,Colorado,2005,23.309129161290322,41.96774193548387,9.193548387096774,39.83870967741935,0.007420838709677419,0.01764516129032258,9.774193548387096,14.903225806451612,1.4340661935483872,6.343548387096774,9.790322580645162,5.741935483870968,0.7290560483870968,1.2967741935483872,11.612903225806452,6.016129032258065
2005-02,Colorado,2005,23.43214159090909,44.59090909090909,9.454545454545455,42.27272727272727,0.013255681818181817,0.0285,10.090909090909092,24.09090909090909,1.2952281136363637,5.554545454545455,8.613636363636363,4.863636363636363,0.6472491363636363,1.2136363636363636,11.090909090909092,5.704545454545454
2005-03,Colorado,2005,20.536468033333335,47.8,10.433333333333334,45.36666666666667,0.023526433333333333,0.0403,10.1,34.1,1.3361657166666667,6.296666666666667,9.7,5.683333333333334,0.51643735,0.8516666666666667,9.116666666666667,4.133333333333334
