Month_Yr,State,Year,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
2004-01,Illinois,2004,18.643598612903226,28.870967741935484,11.903225806451612,27.193548387096776,0.011353967741935483,0.01835483870967742,10.612903225806452,15.548387096774194,4.464998161290323,13.688709677419356,11.758064516129032,11.85483870967742,0.3826304516129032,0.6258064516129033,7.419354838709677,3.2903225806451615
2004-02,Illinois,2004,22.016985793103448,35,14.10344827586207,33.10344827586207,0.01559196551724138,0.02503448275862069,11.241379310344827,21.20689655172414,3.695837896551724,12.506896551724138,9.568965517241379,10.60344827586207,0.448122275862069,0.8741379310344828,10.310344827586206,4.120689655172414
2004-03,Illinois,2004,19.897020270833334,36.458333333333336,11.604166666666666,34.5625,0.02099825,0.0309375,9.416666666666666,26.229166666666668,2.6081058229166665,8.59375,9.46875,7.40625,0.6469533854166667,1.0510416666666667,10.40625,5.208333333333333
2004-04,Illinois,2004,20.204492916666666,39.416666666666664,11.683333333333334,37.38333333333333,0.027802733333333333,0.04155,9.166666666666666,35.38333333333333,3.5316541666666668,11.690833333333334,8.641666666666667,10.016666666666667,0.6924649916666666,1.0741666666666667,8.95,5.458333333333333
2004-05,Illinois,2004,18.693025213114755,35.78688524590164,13.901639344262295,33.81967213114754,0.02379418032786885,0.03642622950819672,9.950819672131148,30.983606557377048,3.026513475409836,10.242622950819673,9.48360655737705,8.926229508196721,0.5428614426229508,0.7885245901639344,9.565573770491802,4.073770491803279
2004-06,Illinois,2004,18.4480551,34.733333333333334,13.316666666666666,32.86666666666667,0.025491483333333332,0.04295,10,37.9,4.195403466666667,13.143333333333333,10.65,10.616666666666667,0.54774195,0.7991666666666667,7.966666666666667,4.083333333333333
2004-07,Illinois,2004,16.51604564516129,32.87096774193548,12.580645161290322,31.112903225806452,0.028838741935483872,0.046596774193548386,9.887096774193548,41.82258064516129,3.637340064516129,9.446774193548388,10.443548387096774,7.895161290322581,0.5516322741935484,0.7524193548387097,10.241935483870968,3.870967741935484
2004-08,Illinois,2004,16.69494027419355,29.758064516129032,12.629032258064516,28.080645161290324,0.021392451612903225,0.03785483870967742,9.741935483870968,32.74193548387097,3.1850480483870967,10.658870967741935,8.911290322580646,9.362903225806452,0.6218019274193548,0.917741935483871,9.451612903225806,4.629032258064516
2004-09,Illinois,2004,24.553509625,45.160714285714285,15.142857142857142,42.92857142857143,0.021355625,0.04176785714285714,9.553571428571429,35.964285714285715,5.131894803571429,15.55,10.357142857142858,13.089285714285714,0.6617691517857143,1.0901785714285714,9.785714285714286,5.392857142857143
2004-10,Illinois,2004,18.907149112903227,32.29032258064516,13.951612903225806,30.516129032258064,0.01269725806451613,0.02220967741935484,8.887096774193548,18.806451612903224,6.023800096774194,17.03306451612903,9.919354838709678,13.975806451612904,0.6716778064516129,1.1169354838709677,9.185483870967742,5.532258064516129
2004-11,Illinois,2004,14.862862333333334,24,12.966666666666667,22.633333333333333,0.009826333333333333,0.016666666666666666,9.733333333333333,14.066666666666666,5.36096185,19.455,10.633333333333333,14.7,0.38085445,0.775,9.883333333333333,4.066666666666666
2004-12,Illinois,2004,14.535606133333333,24.466666666666665,14.5,23.1,0.011416366666666667,0.018066666666666665,10.8,15.233333333333333,5.805878233333333,22.915,11.6,16.966666666666665,0.5041757833333333,1.0483333333333333,9.983333333333333,5.016666666666667
2005-01,Illinois,2005,14.579912032258065,22.70967741935484,12.419354838709678,21.419354838709676,0.009932870967741935,0.015741935483870966,8.870967741935484,13.32258064516129,4.693566903225807,13.935483870967742,11.96774193548387,11.161290322580646,0.5103688387096774,0.9209677419354839,10.129032258064516,4.870967741935484
2005-02,Illinois,2005,15.79828675,26.821428571428573,11.035714285714286,25.321428571428573,0.012537214285714285,0.021892857142857144,8.678571428571429,18.607142857142858,5.948363607142857,19.910714285714285,10.946428571428571,14.75,0.4824919285714286,0.9446428571428571,9.446428571428571,4.375
2005-03,Illinois,2005,12.655618666666667,26.875,13.958333333333334,25.25,0.0218645,0.032875,11.166666666666666,27.875,6.179117604166667,25.722916666666666,10.208333333333334,17.770833333333332,0.4800985,0.9229166666666666,10.208333333333334,4.3125
2005-04,Illinois,2005,20.094229133333332,39.733333333333334,12.25,37.7,0.029213183333333333,0.04355,10.866666666666667,37.81666666666667,5.1665471,21.113333333333333,8.891666666666667,15.45,0.46688405,0.7958333333333334,8.658333333333333,3.85
2005-05,Illinois,2005,19.32381277966102,40.03389830508475,13.440677966101696,37.898305084745765,0.02949366101694915,0.046254237288135595,9.966101694915254,40.76271186440678,4.684530754237288,20.68050847457627,10.338983050847459,14.915254237288135,0.4257492288135593,0.688135593220339,8.415254237288135,3.440677966101695
2005-06,Illinois,2005,16.53764825,36.6,12.866666666666667,34.61666666666667,0.035456216666666665,0.05581666666666667,9.6,59.3,4.515887233333333,18.155833333333334,11.008333333333333,15.016666666666667,0.33736780833333335,0.5441666666666667,8.225,2.7666666666666666
2005-07,Illinois,2005,16.27537906557377,33.40983606557377,11.180327868852459,31.721311475409838,0.0341664262295082,0.053442622950819675,10.262295081967213,52.032786885245905,4.1312547786885245,14.175409836065574,11.147540983606557,11.926229508196721,0.42751287704918034,0.6508196721311476,7.098360655737705,3.2950819672131146
2005-08,Illinois,2005,19.96685529032258,39.61290322580645,12.129032258064516,37.54838709677419,0.02971567741935484,0.05,10.306451612903226,48.193548387096776,4.551382758064516,16.09758064516129,10.161290322580646,13.008064516129032,0.42726421774193546,0.7024193548387097,9.57258064516129,3.4516129032258065
2005-09,Illinois,2005,20.381992266666668,39.65,12.8,37.6,0.024634016666666668,0.04425,9.583333333333334,42.1,5.838505316666667,20.889166666666668,11.325,16.658333333333335,0.443742475,0.8158333333333333,9.208333333333334,4.05
2005-10,Illinois,2005,19.785665854838708,34.20967741935484,13.983870967741936,32.33870967741935,0.014957370967741935,0.02635483870967742,8.612903225806452,22.322580645161292,4.861867403225807,16.4,10.846774193548388,13.064516129032258,0.5554932016129033,1.0024193548387097,9.088709677419354,5.024193548387097
